"","age_group","discounted_cases_hc","discounted_cases_nhc","discounted_deaths","discounted_total","undiscounted_cases_hc","undiscounted_cases_nhc","undiscounted_deaths","undiscounted_total"
"1","0-3m",115.76022031951,190.10773414044,31.4471883838491,337.315142843799,134.306796412511,220.566715909551,36.4865606092714,391.360072931334
"2","4-6m",174.863827410105,282.815578475482,30.528777598813,488.2081834844,202.811348000044,328.023143215778,35.4085985782549,566.243089794077
"3","7-11m",199.532835233154,731.150779104735,132.408747602816,1063.0923619407,231.372172891787,847.810104212833,153.535581846519,1232.71785895114
"4","12-23m",254.299187940963,1003.70856434301,26.5103652062394,1284.51811749022,294.856541814352,1163.78679250968,30.7383947523456,1489.38172907637
"5","24-59m",134.927709129338,1843.70722134194,78.2431794308738,2056.87810990215,156.464274794546,2138.05232695664,90.7349024909027,2385.25150424209
"6","0-11m",490.156882962768,1204.07409172066,194.384713585478,1888.6156882689,568.490317304342,1396.39996333816,225.430741034045,2190.32102167655
"7","0-59m",879.383780033069,4051.48987740561,299.138258222591,5230.01191566127,1019.81113391324,4698.23908280448,346.904038277293,6064.95425499501
