"","age_group","asymp_averted","symp_nhc_averted","incr_QALY_undis_total","incr_QALY_undis_hc","incr_QALY_undis_nhc","incr_QALY_dis_total","incr_QALY_dis_hc","incr_QALY_dis_nhc"
"1","0-3mo",456.874397100648,3073.91885509395,166.019904197326,55.6979945052575,92.955306178041,143.0253811734,47.9830107368459,80.0803052687764
"2","4-6mo",201.223443500994,1377.57596144847,69.7029716505015,23.6247284981598,41.6578970742017,59.9945793397111,20.3333632281107,35.8565050513569
"3","7–11mo",70.9098633606518,560.130735225073,25.5598650646557,5.47012224224369,16.9383534332062,21.985614226287,4.70493478130601,14.569959712584
"4","12–23mo",288.211046530581,1232.87666295251,47.7114150476289,9.44580035642542,37.282190287684,41.0972136859536,8.13633526168283,32.1137847534654
"5","24-59mo",160.925852095459,782.061748939188,26.3474829051747,1.693113617411,23.649547287921,22.6857962568565,1.45793533267829,20.362698279077
"6","0-11mo",729.007703962294,5011.6255517675,261.282740912483,84.7928452456609,151.551556685449,225.005574739398,73.0213087462626,130.506770032717
"7","0-59mo",1178.14460258833,7026.56396365919,335.341638865288,95.9317592194974,212.483294261055,288.788584682208,82.6155793406238,182.98325306526
