"","...1","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1","0-3mo",0.0288558849964736,0.0345353322708975,0.0226136766847458,0.0110704526072747,0.00456052953241778,0.00163585498552249,0.000437346160804029,0.000382223133507627,0.00049484947467171,0.000998013932677469,0.00303714822491258,0.0111393666418364
"2","4-6mo",0.0306273111917223,0.0336876036614831,0.0196900385113255,0.00911153247295594,0.0038348149999038,0.00146326528196066,0.000494159382502876,0.00043076469910274,0.000555122986781349,0.00111417253536989,0.00337141356774473,0.0122292619466815
"3","7-11mo",0.138025231424638,0.146697899594294,0.0797239709202781,0.0337183296301827,0.0132386594797057,0.004885966775078,0.00216301241599026,0.00192137781647683,0.0025045643336091,0.0050601572215541,0.0153596920589627,0.0556714884150016
"4","12-23mo",0.0280027224625024,0.0289101810819919,0.0158590119045,0.00676085440142326,0.00265541925352812,0.00097780192282681,0.000405487227037499,0.00037670224328612,0.000511036707343265,0.00106954881523226,0.00332065846656541,0.011898009642379
"5","24-59mo",0.0810053978645553,0.085748304552627,0.0503265684814428,0.0223184925071388,0.00873435586926933,0.00315674174789483,0.00116855850213203,0.00107633568199833,0.0014671016145869,0.0030984052972659,0.00969838328147778,0.0347276951795867
"6","0-12mo",0.197508427612834,0.214920835526674,0.122027686116349,0.0539003147104134,0.0216340040120273,0.00798508704256115,0.00309451795929716,0.0027343656490872,0.00355453679506216,0.00717234368960146,0.02176825385162,0.0790401170035195
"7","0-59mo",0.306516547939891,0.329579321161293,0.188213266502292,0.0829796616189754,0.0330237791348248,0.0121196307132828,0.00466856368846669,0.00418740357437165,0.00553267511699233,0.0113402978020996,0.0347872955996632,0.125665821825485
